date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:39:14	204/204	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Nov%202021%2011:39:14%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/about/shipping2.png	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/about/shipping2.png	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:14	817/817	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Nov%202021%2011:39:14%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/about/shipping3.png	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/about/shipping3.png	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:14	317/317	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Nov%202021%2011:39:14%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/about/shipping4.png	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/about/shipping4.png	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:15	435/435	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Nov%202021%2011:39:14%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/about/shipping5.png	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/about/shipping5.png	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:15	1558/1558	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:15%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category1.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category1.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:15	2450/2450	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:15%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category2.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category2.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:15	1488/1488	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:15%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category3.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category3.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:16	1982/1982	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:15%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category4.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category4.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:16	2232/2232	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:16%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category5.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category5.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:16	1918/1918	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:16%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category6.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category6.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:16	1606/1606	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:16%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category7.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category7.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:17	2070/2070	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:17%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category8.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category8.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:17	1414/1414	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:17%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category9.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category9.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:17	2373/2373	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:17%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/s-product/category10.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/s-product/category10.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:18	25253/25253	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:17%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/product/product5.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/product/product5.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:18	14130/14130	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:18%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/product/product6.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/product/product6.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
18:39:18	13489/13489	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2011:39:18%20GMT	https://template.hasthemes.com/antomi/antomi/assets/img/product/product7.jpg	C:/xampp/htdocs/do-an-php/template.hasthemes.com/antomi/antomi/assets/img/product/product7.jpg	(from https://template.hasthemes.com/antomi/antomi/index-6.html)
